text,label
"در آینده برنامه نویس هایی که با هوش مصنوعی و فریمورک ها  و تکنولوژی های برتر مثل  QT , Node.js, Kotlin تسلط دارند، بازار کار خوبی خواهند داشت",1
"برنامه نویس جونیور و کار آموز ها احتمال زیاد  حذف میشن ،   رسما مهندس های نرم افزار میان  سرکار و صرفا یه فریمورک جاوا اسکریپت و پایتون یاد گرفتن فایده نداره",1
"برنامه نویسی حذف نمیشه کسی که با هوش مصنوعی کار نکنه حذف میشه  همین هوش مصنوعی باز یک نفر باید بهش یه دستوری بده دیگه اون میشه برنامه نویس",1
"سلام دوستان خسته نباشید من تازه می خوام وارد برنامه نویسی شم از این میترسم  که جدیدن  هوش مصنوعی وارد برنامه نویسی شده  و دیگه کاملاً کار برنامه نویسی  حذف بشه",1
"اره اون c مثلا ما printf داریم ولی تو اون یکی ++C دستور cout داریم جاش",1
"گفتم اره",0
"اینا یکین اقا وقتی که سی پلاس پلاس  رو یاد میگیری اول باید سی رو یاد بگیری بعد بری سراغ پلاس پلاس سش اگه خواستی",1
"جفتش اوکیه",1
"C یاد بگیرم یا c++",1
"ژ",0
"اون بنده خدا چند وقته آن نیس",0
"Re",0
"من سازنده هستم که دارم می‌پرسم",0
"سلام دوستان  آیا ارزشش رو داره که شروع کنم به یادگیری سی پلاس پلاس برای بازی سازی؟",1
"الان یکی از شماها باید raisin باشین",0
"خیلی ممنونم",0
"بزارید بفرستم",0
"هنوز نشده",0
"همه جا میگن  من از چنتا پیج رسمی دولت دیدم",0
"برنامه یا راهکار چیه ؟ لطفا دوستان",0
"خبرش تکذیب شد",0
"سلام سلام  دوستان با تصویب قانون اینترنت من همه زندگیم و کارم اینترنت  باید چیکار کنیم ؟؟؟؟🥺🥺🥺🥺",0
"حله چشاته مرسی",0
"چت جی پی تی",1
"نیست؟",0
"سیشتیر",0
"سلام.کسی هوش مصنوعی سراغ داره که کد رایگان بده؟",1
"ها پیدا کن",0
"پیدا کن برام",0
"ن",0
"دوره آموزش سی شارپ از مقدماتی تا پیشرفته https://toplearn.com/courses/windows/%D8%AF%D9%88%D8%B1%D9%87-%D8%A2%D9%85%D9%88%D8%B2%D8%B4-%D8%B3%DB%8C-%D8%B4%D8%A7%D8%B1%D9%BE-%D8%A7%D8%B2-%D9%85%D9%82%D8%AF%D9%85%D8%A7%D8%AA%DB%8C-%D8%AA%D8%A7-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87",1
"رایگان",0
"تاپ لرن از صفر داره خوب هم هست",1
"بچه ها آموزشگاه واسه تدریس امنیت شبکه توی تهران بلدید؟",1
"س",0
"سلام دوستان اگر کسی فایل اموزشی برای c# داره ممنون میشم",1
"نمونه کارهاتو اینستاو لینکدین بزار اصلا سایت های فریلنسری خوب نیست حتی خارجی هاشون",1
"سلام دوستان خواهشا یکی اهمیت بده به من من یک برنامه نویس دسکتاپ و طراح سایتم ولی نمیدونم از چ سایت فریلنسری استفاده کنم کارلنسر و پونیشا هم بدردنمیخورن ی کمکی کنید کمک کنید ممنون",1
"بایه دوره مگ کسی فول میشه عزیزم؟؟؟",1
"مرسی",0
"فرستادم",0
"میشه بفرستی؟",0
"من یه جزوه دارم رایگان یاد بگیر.",1
"این دوره cs50x iran رو اگه شرکت کنم پایتون اگه صفر باشم فول میشم؟",1
"به بازار کریپتو دل نبند برو تو مغزت سرمایه گذاری کن بیشترین سودو برات میده بستگی داره چقد تلاش داشته باشی تلاش بیشتر سود بیشتر هم سود مالی هم سود جسمانی",0
"سلام خسته نباشید من ۶۰ملیون پول دارم چی بگیرم ک سود کنم؟",0
"اوکی چند دقیقه",0
"سلام  عکس بفرست تا بگم",0
"ملت، چرا من نمیتونم کانفیگم و تو v2ray ویندوز پیست کنم. از چندتا سایت و سایت اصلی خودش هم دانلود کردم چندبار",1
"بفرمایید",0
"بیام پی؟ اجازه هست؟",0
"ممنون میشم راهنمایی کنید",0
"ولی این ممنوع نی ( :/ ) خخخخخخخخخخخخخخخخخخخخخ",0
"چطور؟",0
"می‌خوای راهنماییت کنم؟",0
"چ ربطی داره داوش",0
"میخواستم شروع کنم  ولی هیچ ایده واسه شروعش ندارم که از کجا و چطوری شروع کنم",1
"چطور؟",0
"سلام آره امکانش هس مثلا حملات MITM یا مثلا Brute Force یا نرم‌افزارهای مخرب  رمز عبور ساده هم ک دیگ بچه دوساله می‌فهمه   واسه پیش‌گیری می‌تونی آدرس Mac رو فیلتر‌کنی",1
"سلام کسی هست ک بخاد زبان c++ رو شروع ‌کنه",1
".",0
"سپاس. دوستان می‌خواستن که ادمین معرفی کردن",0
"@Group_Networks",1
"اگر میخواید یکی از دوستان من تو حوزه امنیت هستن بهتون معرفی کنم؟",1
"یه گروه شبکه و امنیت هست",1
"خیلی ممنون تشکر",0
"گروهی ندارم منم",0
"من ندارم اگه دارید ممنون میشم برام بفرستید خیلی ممنون",0
"از متخصص امنیت باید بپرسید تو گروه های شبکه و امنیت پیگیری کنید",1
"سلام من یه شرکت دارم که تحت شبکه وایرلس  هستش میخواستم بدونم ممکنه بهش نفوذ بشه  و اگر ممکنه چطور",1
"کسی برای کوپایلوت تو vscode تاحالا لیمیت خورده؟",1
"19 پیام با موفقیت حذف شد. 93 پیام قبلاً حذف شده بود.  زمان: 0.554 ثانیه",0
"ببین چی توی هدفت به دردت میخوره مثلا دوست داری تحلیلگر داده باشی بشین ازمون کای اسکوئر و گیاده سازی کن نه تمرینی که یه کلاس داریم 20 نفر توشن نمره هاش اینهو.....",1
"اتفاقا این کتابه خیلی عالیه خیلی خوب توضیح داده و یاد داده",1
"خودم این ترم داشتم پاسش کردم",0
"با کتب تمرین چیز زیادی یاد نمیگیری تمرینایی که جوابشون هست و ساده ست از من گفتن",1
"بفرس",0
"از هوش مصنوعی بخوا بهت تمرین بده تکنولوجیا تکنولوجیا",1
"من بلدم لطفا برام بفرستید",0
"ببین دوره دیدن هیچ وقت تو رو فول نمیکنه فقط موتورتو استارت میزنه بقیشو خودت باید بری دنبالش سرچ کنی بخونی بگردی و ...",1
"میخوام منبعش خوب باشه ک بتونم کار کنم بعد",1
"پایتون رو هر چی یاد بگیری بدرد میخوره",1
"سلام بنظرتون با استادجادی برنامه نویسی زبان پایتون یاد بگیریم اوکیه؟ بدرد میخوره؟",1
"سلام میشه pv  بفرستی؟ دمت گرم",0
"اینگلیسی بلدی برات کتاب دارم ۱۰۰ تا تمرین و ۱۰۰ مشکل برنامه نویسا",1
"سلام  من تازه دوره c++ رو تموم کردم و میخوام با چیزایی که یاد گرفتم تمرین کنم  سایت یا کتابی میشناسین که تمرین داشته باشه برای حرفه‌ای تر شدن؟؟",1
"سلام منبع خوب برای بادگیری cpp معرفی میکنید ؟ ممنون",1
"سلام کسی می‌تونه یک پروژه ریکت رو داخل گیت هاب کامیت کنه بهم پیام بده  هزینش هرچی بشه تقبل میکنم",1
"میگم من خودم شخصا درگیرش نبودم این مدت",0
"فکر نکنم به فیلترشکن بستگی داشته باشه ها",0
"یکی از بچه ها: اره من زیاد کد گرفتم این چند روز البته میگن به فیلتر هم بستگی داره من رو فیلتر خودم مشکلی نداشتم همین امروزم کد گرفتم",1
"حداقل میتونید پیام رو حذف نکنید و فقط هشدار بدید تا تصحیحش کنیم",0
"ایموجی و استیکرا رو تلگرام گذاشته برای استفاده دیگ ...",0
"ایبابا  ب پشتیبانی گفتم بنظرتون حل میشه؟",0
"ظاهراً چند وقتی هست اذیت می‌کنن. پ هنو حل نشده...",0
"دوستان چرا نمیتونم با شمازم اکانت تلگرام بزنم هی میگه چند روز صبر کن درحالی که من یک ماهه دارم صبر میکنم لطفا یکی کمک کنه",0
"سلام دوستان چند تا هوش مصنوعی خوب و رایگان برای ساخت تصویر به خصوص انیمیشنی معرفی میکنید  Gemini نمیخوام",1
"منابع خوب",1
"چی ؟",0
"دارم",0
"و پایتون",1
"تو حیطه ی ماشین لرنینگ ؟!؟",1
"من دنبال منبع خوب هستم کاربردی و بدون گزافه گویی",1
"خیلی خیلی کم",0
"دمت گرم",0
"مثل این میمونه ک میکروکنترلر با اسمبلی بهینه تر میشه نوشت. اما چند درصد بازار میره سمت اسمبلی ...",1
"دنبال منابع هم هستی بهم پیام بده",1
"هدفت ماشین لرنینگ عه پایتون و r و یاد بگیر احتمال اینکه قرار باشه با سی پلاس پلاس بهینه سازی بکنی زیر 1 درصده خیالت راحت",1
"داده  ماشین لرنینگ",1
"این قدرت سی پلاس پلاس عه",1
"1 ثانیه طول نمیکشه",1
"یک ملیون ارایه بهش بده جمع بزنه با هم",1
"این بهینه شده با سی پلاس پلاس",1
"حالا یه کتابخونه ای هست به اسم نامپای توی پایتون",1
"توی پایتون یه لیست بساز که توش 1 ملیون ارایه داره این سرعت پردازشش برای یه جمع ارایه به ارایه تقریبا 20 ثانیه طول میکشه",1
"ببین مثلا یه مثال خوب برات بزنم",1
"بستگی داره هدفت توی برنامه نویسی چی باشه",1
"بعد یکی از مزیت هاش اینه تو میتونی دستی به سخت افزار خودت دسترسی داشته باشی و حافظه رو بایت به بایت مدیریت کنی و هر بایت و بهینه سازی کنی",1
"یا مثلا محاسبات به شدت سنگین علمی و مهندسی که قاعدتا با سی پلاس پلاس بهترین بازدهی رو بهت میده",1
"چون به مفسر احتیاج نداره یا ماشین مجازی نمیخواد مثل پایتون و جاوا",1
"ببین مثلا فک کن داری یه رباتی میسازی که سطح تجهیزاتت پایینه یا مثلا این دستگاه های کوچیکی که خوب سیستماشون چند برابر از کامپیوتر معمولی پایین تره اینا با سی پلاس پلاس حداکثر بازدهی رو میدن",1
"یعنی فقط سرعتش بیشتره مزیت دیگه ای نسبت به زبان های اسکریپتی نداره ؟",1
"منطقیه",0
"من دانشگاه خواجه نصیر بودم البته نه رشته ی مهندسی کامپیوتر و خیلی ها رو دیدم که بدون هیچ دانشی اومدن و توی دانشگاه بعد دوسال مقاله دادن الانم چن تاشون توی اروپا و کانادا تحصیل میکنن",1
"تو بخون برو دانشگاه تاپ 4 سال برای پروژه و یادگیری وقت داری",1
"از طرفی حوزه ی دیپ لرنینگ و ماشین لرنینگ توی ایران تازه اومده بازار کار نداره واقعیت 80 درصد افراد شاید بیشتر کاری پیدا نمیکنن چون جدیده",1
"این نظر منه",0
"دقیقا از طرفی پروژه ای که توی دانشگاه دولتی هست و نمیشه با دانشگاه ازاد یا پیام نور مقایسه کرد",1
"قاعدتا واسه مهاجرت یسری ملاک های اصلی مثل معدل و مقاله فک کنم بیشتر مهمه دانشگاه تاپ میتونه تو روند خوب بودن مقاله کمک کنه فکر کنم",0
"هم دانشگاه تاپ یه پوینت مثبت عه هم مهارت نمیتونی بگی این بهتره یا اون بهتره بستگی به هدفت هم داره اونی که مهاجرت بخواد دانشگاه تاپ هم جزو هدفای اصلیشه",1
"سلام . به نظرتون خوبه که pygame رو یاد بگیرم ؟ با اینکه نمیخوام در آینده بازی بسازم فقط میخوام تجربم با پایتون بیشتر شه و علاقه هم دارم به بازی. رشتمم مهندسی کامپیوتره",1
"واقعیت  مبهم های زیادی ایجاد میشه تو ذهنم درحالی ک یسری چیزا رو میدونم  سال آینده کنکور دارم (ریاضی) حوزه ای ک میخام برم هوش مصنوعی هست چندین ساله هم آشنایی دارم از ۱۴ سالگی اینا ولی بنا ب دلایلی ی مدت ول کردم  الان تو ی مرحله گیر کردم  بشینم بکوب واقعا واسه تاپ یا نرمال دولتی بخونم  یا مهارت خودمو تو حوزه ام شروع کنم و یه آزاد میشیم مدرک و درسمو هم میخونم    چیز هایی ک میدونم بیشتر زبان انگلیسی و منابع تو برنامه نویسی اوکیه  و شاید جو و محیط دانشگاه  ها متفاوت باشه  خواستم راهنمایی بگیرم درواقع !  کلا بحث تجربه شما رو بیشتر میخوام بدونم",1
"چطور",0
"کسی هست اینجا دانشگاه تاپ باشه؟ یا ی دانشگاه دولتی ؟ رشته کامپیوتر",1
"یه سر به جاب ویژن بزن",1
"سلام دوستان عزیزم، کسی اینجا با rustrover کار کرده",1
"منم یه نفر کمک کنه ممنون",0
"سلام، من دنبال شغل کاراموز امنیت و شبکه  هستم لطفا اگه تونستید کمک کنید به یکی وصلم کنید ممنون میشم :)",1
"پروژتون رو بفرمایید",1
".",0
"سلام وقت بخیر کتابی می شناسید در حوزه ی زبان C++ که از سرفصل ها مثال به تعداد زیاد همراه با حل آورده باشه برای تمرین بیشتر؟ ممنون می شم بفرستید برام",1
"ببین جاهایی که دنبال سرعت توی پردازش داده ها هستی (سرعت فوق‌العاده زیاد منظورمه) از زبان های سطح پایین مثل سی و سی پلاس پلاس استفاده میشه مثل ساخت نرم افزار ساخت بازی ها بهینه سازی همین هوش مصنوعی که سرعتش به شدت افزایش پیدا میکنه و....",1
"سلام برنامه نویس نیس کمکم کنه یه پروژه اجرا بگیره هزینه شم میدم",1
".",0
"کدوم  دانشگاهی ؟ من با وجود اینکه رشتم مهندسی برقه  4 تا زبان برنامه نویسی  بهمون درس میدن   فک کنم رشته  کامپیوتر بیشتر باشه",1
"دوستان جایی رو برای شروع به کار در حوزه کامپیوتر سراغ دارید ؟",1
"دوستان ++c در چه حوزه ای کاربرد داره و ایا ارزش یادگیری داره ؟",1
"سلام دوستان من پوسته دو هزار و بیست و پنج ام فعاله چون پوسته قبلیم مشکل داشت از دایرکت ادمین تغییر نام دادم اش این پوسته پیش فرض فعال شده حالا وقتی میخوام فلت سام جایلد رو فعال کنم سایت میپره کسی میدونه دلیلش چیه ؟",1
"اما دانشگاه به دانشگاه فرق داره الان دانشگاهی را می‌شناسم جاوا و سی پلاس پلاس و پایتون درس میده یا دانشگاه دیگه مبانی و پیشرفته و سی پلاس پلاس یاد میده و ساختمان هم پایتون",1
"سلام dns دارید که رویه cursor درست کار بده",1
"مبانی و پیشرفته بعدش ام ساختمان داده و معماری اینا...",1
"ما که فقط ++C میخونیم",1
"بستگی به دانشگاهت داره اما حداقل 2 تا 3 زبان را میگن",1
"سلام دوستان کسی میدونه با پنجاه میلیون چه لپ تاپی بخرم بهتره؟  ( که بتونم با برنامه هایی مثل SQL,SPSS و...) کار کنم",1
"همراهان عزیز لطفا وقت بگذارید و پیام های سنجاق شده رو مطالعه کنید،در غیر این صورت اگر تخلفی از کسی دیده شد بدون اخطار قبلی از گروه بن میشه ! سپاس از همکاری و همراهی شما",0
"سلام  در رشته کامپیوتر، مفاهیم برنامه نویسی رو یاد می‌گیری که ممکنه کسانی که طراحی وب کار می‌کنند بلد نباشند پس جلوتری. زبان های مختلف رو تجربه می‌کنی و راحت تر فیلدت رو پیدا می‌کنی  البته باید خودت هم در کنار دانشگاه، علاقمند باشی و تلاش کنی  در انتخاب دانشگاه هم دقت کن که هرجایی نری و بتونه کمکت کنه",1
"ادمین های عزیز ورود ممبر رو با تایید قرار دادیم که هر کسی وارد نشه لطفا پروفایل و بیوگرافی قبل از تایید ورود چک کنید اگر چک نکردید از ادامه همکاری با شما معذوریم !",0
"مشکل این جاست ک بعضی ها متخصص نیستند و اومدن دارند بازار رو  برای بقیه همکاری‌ها خراب می‌کنند",0
"سلام دوستان وقتتون بخیر میشه اگه mirror خوب برای npm سراغ دارین برام بفرستید  لطفا",1
"هوش مصنوعی iot تو ایران درآمد نداره به جز معدودی از جاها",1
"من هم رشتم کامپیوتره هم طراحی وب کار میکنم هوش مصنوعی اشیا هم کار میکنم در حال حاضر پروژه خیلی بد بدست میاد و اگرم باشه واقعا از لحاظ درآمدی من دوستانو نمیدونم ولی اوضاع درامد خودم خوب نیست",1
"دم شما گرم",0
"بله تخصصی و حرفه ای نیستن مثل ...",0
"فایلشو بخوایم دریافت کنیم که مشکلی نداره؟",0
"باهاش میشه اپلیکیشن بسازی",1
"یک میحط توسط گوگل ساخته شده برای توسه اندروید",1
"یکم راجب اندروید استودیو توضیح میدین ؟",1
"مثلا جاوا باهاش اپلیکیشن بسازید... توسعه بدید در محیط اندروید استودیو...",1
"باید برید کدنویسی یادبگیرید",1
"چه برنامه ای میخواد برای ساخت اپلیکیشن موبایل؟",1
"آموزش اپلیکیشن موبایل دارید",1
"سلام",0
"سلام بستگی به پروژه داره",1
"سلام  یه منبع خوب برای امتحان پایان ترم برنامه نویسی کسی سراغ داره؟",1
"سلام  میخواستم بپرسم برای بک اند میخواستم Django کار کنم منبع خوب سراغ دارید؟ و اینکه پیشنهاد میدید Django کار کنم یا laravel یا node.js اینا؟",1
"سلام وقت بخیر میخوام امسال انتخاب رشته کنم به مشورت احتیاج دارم بنظرتون کامپیوتر خوبه تو ایران؟ به برنامه نویسی و طراحی وب و...فکر میکنم علاقه مندم ممنون میشم از تجربیاتتون استفاده کنم",1
"V2ray",0
"ار",0
"برای کامپیوتر فیلترشکن خوب میدونین؟ پولی باشه هم مهم نیست",0
"این دستور را نمی توان روی یک مدیر اجرا کرد.",0
"دوستان کسی هست بتونه من رو در نصب و راه اندازی catia راهنمایی کنه؟",1
"دوستان تل من رو سیستم بالا نمیاد یعنی پروکزی ها رو نشون نمیده ک وصل بشه چ کار کنم",0
"برای چه سایتی هست این کد اشتراک؟؟",0
"دوستان سلام وقت بخیر کسی متلب بلده پروژه دانشجویی هستش با پایتون کدش زده شده میخام تبدیل بشه به متلب",1
"اما میخوام قشنگ حرفه ای یاد بگیرم",1
"مبتدی ام هیچی اصلا از برنامه نویسی نمیدونم",1
"حرفه ای یا مبتدی؟! ",1
"توی چه سطحی میخوای کار کنی؟! ",1
"اره",0
"میخوای توسعه وب کار کنی؟! ",1
"سلام و وقت بخیر کسی از دوستان هست از سایت freelancer پروژه گرفته باشه  و سابقه کسب درامد ازش رو داشته باشه ؟ لطفا اگر این پیام رو میبینید ریپلی کنید یه چندتا راهنمایی ازتون میخوام",1
"کلا اینترنت ها پوشیده ولی الان اوکیه، دیشب بخاطر شب آشورا و خطرات احتمالی از تهران کلا اینترنت هارو بسته بودن ، ولی تا صبح امروز اوکی شده بود.",0
"اره",0
"خونه وصلم الان",0
"فک کنم امشبم اره",0
"ایرانسلی؟",0
"اره",0
"نت شما هم ضعیف شد؟",0
"فارسی باشه ممنون میشم",0
"راستش نه ولی توی وبسایت گیت آی آز بگردی شاید با زیرنویس فارسی پیدا کردی الانم فک کنم اکانت ویژه یک ماهه رایگان میده با کد iran که راحت مبشه دوره رو دید",1
"سلام دورت بگردم، عزیز دل همینطوری که بچه  ها بهت گفتن باید اول علاقت و به برنامه نویسی نشون بدی تا اونم اون روی خوب شو بهت نشون بده و اگر نه به آرزوهات نمیرسی که هیچی تازه باید کلی هم خرج کنی، من رشته ام کامپیوتر:گرایش:شبکه و امنیت، یا همون دیتا بیس، علاقه ام سمت برنامه نویسی امنیتی مثل پایتون بود که تا ۲ سال فقط داشتم طراحی سایت میخوندم بعدش کم کم شروع کردم رفتم سمت پایتون،سی ++، جاوا اسکریپت، میخواستم اینو بگم که باید صبر خیلی زیاد داشته باشی تا بتونی در آمد داشته باشی با شرکت های خصوصی بین المللی توی تهران کار کنی و در آمد دلاری داشته باشی... . . . بازم انشاالله که موفق باشی در این راه و به حرف سی گوش نده کار خودت و بکن... آرزوی موفقیت دارم برات عزیز دل ...",1
"سراغ نداری شما؟-",0
"حالا این پیام فقط یک شوخی بود ولی میتونید یک رایگان معرفی کنید",0
"Access point رو ریست کن  گوشیت رو خاموش روشن کن  اینترنتت رو روشن کن  بعدش فایل ارسالی ایرانسل رو نصب کن ببین حل میشه",0
"رومینگ روشنه؟",0
"منکه ۲ تا خط دارم دوتاش هم تعطیله",0
"سلام برا تنظیمات گوشی روی خط ایرانسل مشکل خوردم  فقط تلگرام وصل میشه اکسپلورر و اسنپ و ... هم وصل نمیشه  تبادل دیتا هست ولی وصل نمیشه",0
"راه طولانیه",0
"نه حاجی  باید یا وردپرس یاد بگیری یا html , Css , js , php",1
"دوستان یه فیلترشکن رایگان خوب سراغ دارید برا سیستم",0
"یه لب تاب ۵ تمنی بخر بشین کار کن",1
"نه عزیز",0
"دوستان توسعه وب طراحی سایت رو میشه با گوشی یاد گرفت",1
"دوستان کسی به نرم افزار stm32cube ide وارده؟",1
"درسته که برنامه نویسی حوزه پردرامدیه ولی برای رسیدن به درآمد توی هرکاری باید تلاش کرد  ۳ماهه چیزی نیس که",1
"همشون برای اینکه دوره شون بفروش بره همچین حرفایی میزنن",0
"چقدر سقف ارزوهات کوتاهه داداش. انگلستان که با word ، powerpoint  هم میتونی بری, الان دارن با c++ میرن مریخ",1
"اها ممنونم یکم شک کردم به استادم نگو آدم حلال خوریه",0
"Are amoo mitoni",0
"سلام دوستان من تازه برنامه نویسی  سی ++ رو شروع کردم بنظرتون سر 3 ماه میتونم برم انگلستان خونه بگیرم و یک bmw هم بگیرم چون اون کسی که بهم پکیج برنامه نویسی سی ++ از صفر فروخت گفت تا دو ماه دیگه میتونی به تمام ارزو هات برسی",1
"نه مشکلی نیس",0
"خوبی؟  من یه سوال داشتم ، مستقیم از خودت بپرسم مشکلی نیست؟",0
"y",0
"سلام",0
"سلام کسی سالیدیتی بلده بهم پیام بده یا اگر کسیو میشناسه ممنون",1
"سلام دوستان  اینجا کسی هست که با qt نرم افزاری رو ساخته باشه و فروخته باشه یا به سفارش جایی نرم افزاری رو با qt ساخته باشه؟",1
"ممنونم",0
"سلام به همگی  کسی از دوستان با زبان سی کار کرده",1
"دوستان سلام این برنامه تبدیل مبنای دو به ده هست. میشه لطفا یک نفر برام توضیح بده؟",1
"#include<iostream.h> using namespace std; int main() {  int num;  int result=0;  cin>>num;  for(int i=1; num>0; i*=2)  {   result=result+((num%10)*i);   num/=10;      }    cout<<result;    return 0; }",1
"برا فریلنسری  پایتون . جاوا اسکریپت . Css و  html  تو ایران خوبن",1
"ببین من برای فری لنسری میخوام حالا نمیدونم کدوم جواب کارمو میده بنظر شما کدوم بهتره با توجه به شرایطم؟",1
"ولی خوب بازم بستگی به حوزه فعالیت داره",1
"پایتون خوبه",1
"سلام دوستان کدوم زبان و حوزه بیشتر بدرد فری لنسری میخوره؟ راستش من داخل کافی نت کار میکنم میخوام درکنار کارم برنامه نویسی هم یادبگیرم برای حداقل 2 3 سال اینده بتونم کسب درامد ازش داشته باشم  ممنون میشم راهنمایی کنید.  درحد مبتدی قبلا زمان دانشگاه با سیشارپ و سی پلاس پلاس کار کردم.",1
"سلاممم  دنبال یه افزونه میگردم  ک بشه باهاش خرید گروهی کرد  منظورمو فهمیدین؟",1
"زبان C و C++ بهترین جا برای یادگیری میشه معرفی کنید",1
"بفرمایید من قبلا ‌کار میکردم شاید بتونم راهنماییت کنم",1
"کسی ورد پرس کار میکنه یه سوال ازش بپرسم ؟",1
"اگر تمایل داشتی پی‌وی پیام بده یه نفرو می‌شناسم مشاور کنکوره(البته دیگه خدمات مشاوره انجام نمی‌ده و ادبیات تخصصی تدریس می‌کنه) شاید بتونی ازش راهنمایی بگیری.",0
"موافقم. اسم آرجی‌بی روی نوکیا ۱۱۰۰ بیفته از آیفونم گرون‌تر می‌فروشن ناکسا",0
"سپاسگزارم از نظرتون ، لطف کردین ممنونم .",0
"اگه جدی جدی تلاش میکنی ریاضی بخون ، یعنی ریاضی فیزیک ، چون کلا دستت جلو تره",1
"منبع فارسی برای هوش مصنوعی با c++ زیاد نیست مگر اینکه رو لپتاپ با زیرنویس توی یوتیوب پیدا کنی",1
"کسی دوره شبکه عصبی با C++ فارسی سراغ داره ؟",1
"ممنونم ازت دوست عزیز ، مرسی از محبتت بنده هم با این عمل موافق هستم  من ۸۰ درصد کار تخصص رو الان بلدم و اگر بخوام یک برنامه سنگینی رو آماده کنم و به مرحله اجرایی برسونم هم موقعیت شو بسنجم هم تضمین موفقیت شو ، بازم تشکر میکنم از نظری که ارائه دادی ، سپاسگزارم.",1
"سلام دوست عزیز به نظرم اگه ریاضی فیزیک بخونی بهتره و اگه تا اینجا هم از کامپیوتر چیزی بلدی میتونه تو رو تو دانشگاه کمک کنه و اینو بدون کامپیوتر رو هر جا که بخونی خوبه(البته به شرطی که تلاش کنی) چون این حس تعهد انسانه که موفقیتشو تضمین میکنه نه موقعیتی که توش قرار داره",1
"داداش پیامتو بده به chatgpt به خلاصه بگیر....",1
"نمنم میخام",0
"با سلام و عرض ادب خدمت شما عزیزان .  دوستان بنده هنرستان کارودانش در حال تحصیل هستم    (رشته بنده)  تولید کننده و توسعه دهنده پایگاه های اینترنتی است .  ( امسال پایه ۱۱ هستم و با معدل ۱۹ قبول شدم )  از همین تابستون برای کنکور باید از الان وقت بزارم  و مطالعه کنم مشاوره از همه شما سروران عزیز خواهش   میکنم نظرتون رو بگین به بنده ، من همه نظرات شما   عزیزان رو میخونم جمع بندی میکنم و نظرم رو انتخاب   میکنم و انتخابم رو بهتون میگم.  «( ۲ تا راه حل موجود است)»   ‌اولی (زمان کنکور هنرستان ،  هم زمان با رشته ریاضی فیزیک هم امتحان بدم و در دانشگاه  مطرح کشور مثل شریف و امیرکبیر و فردوسی مشهد هم راه پیدا کنم برای ادامه تحصیل سختی این راه این است که ۳ ساله ریاضی فیزیک رو باید توی ۱ سال دروازدهم جمع کنیم و برای امتحان نهایی هم باید امتحان رشته ریاضی فیزیک رو پاس کنیمو در نهایت آیا بشه یا نشه این بازی ۵۰ ۵۰ هست هیچ مشخص نمیکنه از وضعیت جامعه یا تعداد کم میخوان یا تعداد درخواست زیاد هست ، اگر قبول نشدم هم این  یک مورد رو هم باید قبول کنیم اما پشت کنکوری رو دوست ندارم و یک آپشنی که داره دستم بازه میتونم یک حرکت بزنم بتونم رشته مورد نظرم یا مهندس کامپیوتر یا تربیت دبیری رو بخونم حالا انتخاب اون جا بازه برام) ‌دومی (از همین رشته خودم ، مقطع کار و دانش ، رشته تولید کننده و توسعه دهنده پایگاه های اینترنتی ، درس که خوندم رو کنکور بدم و توی دانشگاه فنی حرفه ای شرکت کنم ، و باید تا مقطع لیسانس ادامه بدم ، نمیتونم رشته دانشگاهی رو عوض کنم ، باید تا لیسانس ادامه بدم ، بعد لیسانس دیگه بستگی به خودم داره هر دانشگاهی میتونم برم برای ادامه تحصیل ، حتی شریف ، حتی امیر کبیر و حتی فردوسی مشهد ، اما اینو مطمئن نیستم که آیا مثل الان راه برگشتی برام داره یا نه میتونم اگه پاس نشدم یک حرکت دیگه برای خودم بزنم یا شانس آخره ، به طور کلی بگم اولین اشتباه ، آخرین  اشتباه باشه ، شاید ، ولی دارم میگم اینو مطمئن نیستم ، بعد یک راهنمایی که کسی که توی یک دانشگاه ساده فنی حرفه ای داره درس میخونه می‌تونه فوق لیسانس رو توی بهترین دانشگاه درس بخونه ، اینو می‌دونم سخته و خیلی سخته ، ولی شانس توی این بخش یار نیست ، بهترین بخش ساده این مرحله لیسانس گرفت مثل آب خوردن توی این رشته هست ولی برای ادامه نه ،  سختی زیادی داره برای قبول در کارشناسی ارشد ، و این نکته هم بگم کسی که در یک دانشگاه سطح ۳ جامعه داره دوره دانشجویی شو میگذرونه ، و برای اینکه بخواد بیاد توی یک دانشگاهیی مثل شریف حتی اگه نمره درجه ۱ الف هم بگیره خیلی سخته و خیلی سخت یک چیزی نشد تقریبا میشد گفت به این دلیل که کسی که ۴ سال در دانشگاه خوش داره پدر دانشجو خودش رو در میاره که به یک جایی برسونه نمیاد وقت و زحمت خودش رو بزاره روی یک دانشجویی که معلوم نیست از کجا اومده ، البته همه اینا فرضیه هست )  من خیلی دوست دارم همه شما عزیزان نظرتون رو با فکت بگین اینجوری سرنوشت و آینده یک جوون ایرانی تغییر پیدا می‌کنه ، بنده تمامی نظرات شما سروران گرامی رو می‌خوانم و برسی میکنم انشالله .",1
"سلام دوستان اگه کسی هست که بتونه درگاه پرداخت به ربات پایتون تلگرام متصل کنه لطفا بهم پیام بده   دستمزد بعد از تکمیل و تست پرداخت میشه",1
